,0,1,2
332,2.8000000000000003e-06,0.000238494,-2.16e-05
333,-4.36e-05,0.00018186,6.99e-05
334,4.48e-05,0.00012126,-5.89e-06
335,-0.000219881,-0.00014091,-0.00012764
336,-7.14e-05,-0.000208296,-7.53e-06
337,-6.85e-05,-0.000296088,0.000148512
338,-4.42e-05,-0.00038388,-3.07e-05
339,4.92e-05,-0.00059513,-4.19e-05
340,0.000126147,-0.000587278,-0.000103431
341,-0.000188732,-0.001029234,-6.55e-05
342,-6.5e-05,-0.001558228,-2.44e-05
343,-0.000112326,-0.0014578695,0.000154268
344,0.00011139,-0.001357511,0.000105311
345,0.000116364,-0.001382725,4.95e-05
346,-6.59e-06,-0.001298579,7.04e-05
347,9.45e-05,-0.000977858,-1.75e-05
348,1.62e-05,-0.00080639,-9.75e-05
349,-9.53e-06,-0.000792828,8.25e-05
350,6.4249e-05,-0.000779266,-8.82e-05
351,0.000138028,-0.000937067,7.87e-06
352,-3.79e-05,-0.000950388,-3.1e-05
353,5.51e-05,-0.001175654,-5.88e-05
354,-8.63e-05,-0.0011680755,4.16e-05
355,-0.00012455,-0.001160497,5.7e-05
356,-0.000101815,-0.001172711,-1.26e-05
357,9.02e-05,-0.000632672,1.1e-05
358,7.87e-05,-0.00037796,-2.39e-05
359,8.38e-05,1.53e-05,3.29e-05
360,4.85e-05,-9.432e-05,0.000219904
361,0.000119452,-0.00020394,3.62e-06
362,-2.42e-05,-0.000412682,4.43e-05
363,-4.48e-05,-0.000362832,4.31e-05
364,-0.000272765,0.000134668,-7.51e-05
365,-0.000194108,0.0004619145,4.47e-05
366,-8.66e-05,0.000789161,6.82e-05
367,-0.000114072,0.000482795,0.000159367
368,7.99e-05,0.000947145,-0.000202862
369,4.9300000000000006e-05,0.001102999,1.82e-05
370,1.87e-05,0.001189697,-2.41e-05
371,3.69e-05,0.0014688215,-0.000131723
372,6.6e-05,0.001747946,-3.28e-05
373,-6.17e-05,0.001217009,7.21e-06
374,1.31e-05,0.001016158,1.48e-05
375,-0.000147852,0.000142373,-5.66e-05
376,8.86e-05,-0.00011657249999999996,-4.28e-05
377,3.98e-05,-0.000375518,-6.87e-05
378,-4.48e-05,-9.12e-05,-1.52e-05
379,9.21e-05,-0.00029708,3.48e-05
380,-3.37e-05,-0.000184047,7.94e-05
381,0.000367464,-0.000429576,0.000155246
382,-0.000129372,-0.0003117165,0.000108745
383,-0.000143445,-0.000193857,3.5e-05
384,-1.03e-05,-0.000338766,-1.34e-05
385,8.73e-05,-0.000743842,6.2e-05
386,1.43e-05,-0.001042196,-2.71e-05
387,3.7749999999999996e-05,-0.0010448739999999999,-4.6e-06
388,6.12e-05,-0.001047552,-0.000178722
389,0.000246217,-0.000997605,-0.000107978
390,-5.89e-05,-0.001174793,-4.17e-05
391,-1.84e-05,-0.000780401,6.71e-05
392,-0.000170321,-0.000729245,0.000200193
393,0.000133415,-0.0007118275,8.04e-05
394,2.58e-05,-0.00069441,-0.00011318
395,-0.000176736,-0.000379606,-0.000174925
396,0.000188601,-0.000315117,7.92e-05
397,8.73e-05,-0.000369207,-4.93e-05
398,4.73e-05,-0.0001847535,0.000119962
399,-1.25e-05,-3e-07,2.69e-05
400,-0.000118222,0.000213945,-2.1e-05
401,-0.000190753,0.000592223,-1.54e-05
402,-2.93e-05,0.001431849,-3.5e-05
403,6.72e-05,0.001394749,-4.31e-05
404,-5.82e-05,0.00135502,6.64e-05
405,0.000102865,0.001315291,6.29e-05
406,-3.1745000000000015e-06,0.001179247,4.95e-05
407,-0.000109214,0.000757707,5.79e-05
408,8.55e-05,0.000357868,4.62e-05
409,-6.9e-05,0.000552889,0.00013979
410,0.000167198,0.00074791,-5.36e-06
411,-0.000159621,0.000895057,5.85e-05
412,-2.09e-05,0.001349432,-0.000208256
413,0.000210729,0.001024774,-4.38e-06
414,-0.000157146,0.000771939,0.000246177
415,0.00015784,0.0007226995,3.24e-05
416,-0.000271998,0.00067346,-2.92e-05
417,-3.75e-05,0.000203677,0.000144022
418,-2.67e-05,0.00065964,4.86e-05
419,7.33e-05,0.000796323,0.000139963
420,-9.65e-05,0.000308719,-2.21e-05
421,-4.68e-06,0.0001365095,-0.000165685
422,0.000117231,-3.57e-05,-0.000196929
423,3.58e-05,-9.24e-05,0.000144776
424,1.1400000000000003e-05,-0.000329052,6.5e-05
425,-1.3e-05,-0.000438396,0.00012187
426,-1.29e-05,-0.000544733,-0.000117489
427,5.75e-05,-0.00065107,-0.000132114
428,-9.63e-05,-0.000838482,0.00012218
429,0.000121967,-0.001206699,-5.12e-05
430,9.07e-05,-0.001229052,-0.000176042
431,5.56e-05,-0.001253065,2.14e-06
432,-0.000136769,-0.0014382825,-6.14e-05
433,-1.08e-05,-0.0016235,-0.000157952
434,-8.13e-05,-0.001549834,0.000264267
435,2.32e-05,-0.00137806,-6.79e-05
436,-2.7e-06,-0.001169819,0.00027288
437,-5.55e-05,-0.001179451,5.23e-05
438,-9.88e-05,-0.001189083,8.61e-05
439,-6.63e-05,-0.000770404,-9.29e-06
440,1.54e-05,-0.000524606,-6.65e-07
441,1.88e-05,-0.000837496,-3.56e-05
442,7.57e-05,-0.000762637,2.31e-06
443,5.4e-05,-0.0008006765,-3.25e-05
444,3.23e-05,-0.000838716,0.000173342
445,-0.000127974,-0.000880422,-9.53e-06
446,3.61e-05,-0.000605282,-9.09e-05
447,9.14e-05,-0.00026214,-2.34e-05
448,-3.86e-05,-0.000366216,3.06e-05
449,-2.1e-06,-0.000470292,-4.4e-05
450,7.7e-05,-0.000558274,-7.94e-05
451,-9.28e-05,-0.000375206,-7.69e-05
452,0.000108959,-0.000359947,5.6e-05
453,-0.000115958,0.000188189,2.8e-05
454,-0.000170397,0.0001238945,-0.000128373
455,0.000133886,5.96e-05,0.000147822
456,5.72e-05,0.000117773,7.78e-05
457,-0.000137863,0.000410313,-0.000130854
458,-0.000156411,0.000920392,0.000117092
459,0.000155194,0.0009249705,9.13e-05
460,0.000226192,0.000929549,-8.84e-05
461,0.000158646,0.001003931,5.38e-05
462,9.11e-05,0.001019625,3.19e-05
463,-3.79e-05,0.001240941,-1.92e-05
464,-8.81e-05,0.001245025,3.4e-05
465,3.52e-05,0.0013476305,5.77e-05
466,5.33e-05,0.001450236,8.16e-05
467,0.000101176,0.001257706,9e-05
468,-0.000126256,0.001066196,0.000290527
469,0.000127502,0.000753114,-0.000120858
470,0.000140388,0.0007208500000000001,2.38e-05
471,-1.58e-05,0.000688586,7.61e-05
472,0.000144439,0.000688192,7.95e-05
473,-6.44e-05,0.00054653,-1.89e-06
474,-6.27e-05,0.000595071,8.36e-05
475,-0.000500502,0.000943031,5.55e-05
476,-0.000353609,0.00063035,-3.27e-05
477,1.99e-05,0.000317669,-3.56e-05
478,0.00010866,-0.000188666,3.21e-05
479,0.000869238,-0.000137815,0.000118998
480,0.0009965635,-0.000402894,4.31e-05
481,0.001123889,-0.00040299149999999996,-5.94e-05
482,0.000518422,-0.000403089,-9.15e-05
483,0.000552568,-7.24e-05,-3.52e-05
484,0.000686419,-6.88e-05,0.000163262
485,-0.000151394,-7.61e-05,-7.47e-05
486,0.000416785,-3.7e-05,-0.000133419
487,0.000472776,-2.795e-05,-3.26e-05
488,0.00010717,-1.89e-05,6.79e-05
489,0.000550079,-5.13e-05,1.17e-05
490,-0.000342231,-0.000117156,-0.000142715
491,-0.00015943,-0.000454204,6.49e-06
492,-0.000152179,-0.00048924,-7.79e-05
493,0.000410457,-0.00041750650000000006,0.000190822
494,0.000706598,-0.000345773,0.000114032
495,0.000747392,-0.000512745,4.03e-05
496,-0.000113116,-0.000396634,-2.03e-05
497,2.55e-05,-0.000301392,-1.13e-05
498,-0.0003463355,-0.0005302445,2.47e-05
499,-0.000718171,-0.000759097,0.000142969
500,-0.000565722,-0.000705417,5.07e-05
501,-0.000421345,-0.000603353,0.000136616
502,0.000238682,-0.000437082,2.51e-05
503,0.000439622,-0.000634646,-1.08e-05
504,0.000456977,-0.0008939015,-6.66e-05
505,-9.98e-05,-0.001153157,7.65e-05
506,0.000218158,-0.000766541,-5.91e-05
507,0.000814658,-0.000680935,-2.76e-05
508,0.001575395,-0.000293447,-3.03e-05
509,0.000570392,-0.00029687699999999997,-3.47e-05
510,9.63e-05,-0.000300307,-0.000112803
511,-0.00039448,-0.000561687,-0.000159259
512,-0.000258629,-0.000711624,-1.5e-05
513,-0.000139073,-0.001398405,2.82e-05
514,-0.000608517,-0.001012936,-0.000197342
515,-0.001196308,-0.0006793490000000001,-8.14e-05
516,-0.001394691,-0.000345762,-1.31e-05
517,-0.001227646,-0.000211094,-2.11e-05
518,-0.001060601,-8.43e-05,6.7e-05
519,-0.000445841,-0.000506394,3.59e-05
520,0.000349904,-0.0005005235,-0.000206011
521,0.000324055,-0.000494653,6.35e-05
522,4.8e-05,-0.000582027,1.58e-05
523,0.000142865,-0.000829416,0.000122699
524,0.000210185,-0.000644432,2.86e-06
525,0.000612301,-0.000817342,-9.36e-05
526,0.001246229,-0.000805809,4.27e-05
527,0.000808806,-0.000794276,0.000282741
528,-4.63e-05,-0.000624344,-3.98e-05
529,-5.67e-05,-0.00036128,3.49e-07
530,-0.000214108,-0.000131115,-0.000170598
531,-7.21e-05,-0.000292799,-3.83e-05
532,0.000352465,-0.000454483,9.32e-05
533,0.000426662,-0.000932537,9.75e-05
534,0.000493788,-0.001124552,-8.83e-05
535,0.000256744,-0.000987461,-0.000170886
536,1.97e-05,-0.000130996,0.000168765
537,-8.13e-05,3.736999999999995e-06,-4.77e-05
538,-8.16e-05,0.00013847,4.16e-05
539,-0.000820529,0.000294153,-8.18e-06
540,-0.001050626,0.00040788,-5.64e-05
541,-0.000798343,0.000504165,-7.06e-05
542,-0.001053088,0.000610499,-7.74e-05
543,-0.001512072,0.000716833,1.17e-05
544,-0.001947569,0.000516962,-2.23e-05
545,-0.00206926,0.000500891,7.81e-05
546,-0.002563427,5.01e-05,5.03e-05
547,-0.002986026,0.000363276,5.39e-05
548,-0.003084996,0.00033904949999999997,-6.21e-05
549,-0.002174035,0.000314823,2.95e-05
550,-0.001362464,0.000359899,-5.64e-05
551,-0.000789917,0.000489007,5.59e-05
552,-0.000312045,0.0009205,1.87e-05
553,-0.00027544850000000003,0.0012032535,-6.63e-05
554,-0.000238852,0.001486007,-5.73e-05
555,0.000415861,0.001570505,2.13e-05
556,0.000434134,0.001817639,2.39e-05
557,0.000319544,0.001583287,2.74e-05
558,0.000129529,0.001462122,-7.14e-06
559,0.000482123,0.0010742,2.15e-05
560,0.000227212,0.000686278,0.000134889
561,0.00051569,0.000766184,7.6e-05
562,0.001582301,0.001131948,-0.0001514
563,0.001773327,0.001049397,3.11e-05
564,0.001678965,0.000985894,2.03e-05
565,0.000871089,0.0010217525,2.99e-05
566,0.001916322,0.001057611,-5.24e-05
567,0.001749053,0.001057109,-2.44e-05
568,0.001581847,0.001331074,-4.42e-05
569,0.001692951,0.001543194,3.77e-05
570,0.001508163,0.001225938,1.59e-06
571,0.000898737,0.000908682,-2.17e-05
572,0.000304158,0.000642291,-3.3e-05
573,-0.000290421,-0.000107839,-0.000101059
574,-0.000420895,-0.000654192,0.000107885
575,-0.000284524,-0.001214748,7.19e-05
576,-0.000586161,-0.001201349,-8.16e-06
577,-2.98e-05,-0.00118795,0.000107375
578,-0.000535787,-0.001184409,0.000125289
579,-0.00087459,-0.001149823,-0.000105612
580,-0.001082292,-0.001704465,5.54e-05
581,-0.001324298,-0.0020439815,0.000115473
582,-0.001094479,-0.002383498,-2.22e-06
583,-0.00126958,-0.002306114,-9.97e-05
584,-0.000409589,-0.002488974,5.5e-05
585,0.000332187,-0.00273492,-4.63e-05
586,0.000972489,-0.002400938,9.05e-05
587,0.000965767,-0.002297702,-0.00016634
588,0.001214188,-0.002194466,1.06e-05
589,0.001329988,-0.001637413,-0.000129853
590,0.0015068675,-0.001731151,-2.14e-05
591,0.001683747,-0.001372958,-0.000114787
592,0.001447688,-0.001264075,6.57e-05
593,0.001729632,-0.001155192,-3.58e-05
594,0.001615692,-0.000676949,-9.02e-05
595,0.001729417,-0.000498491,-6.88e-06
596,0.001888207,-0.0005021,6.01e-05
597,0.001743079,-5.28e-05,0.000255479
598,0.001615126,3.8189e-05,0.000155285
599,0.001138964,0.000129178,-0.000103098
