wrist,chest
51.46633333,52.72316819
51.44606667,52.56729968
51.4262,52.38717271
51.4074,52.21997379
51.39006667,52.04540276
51.3742,51.96325529
51.36033333,51.88289074
51.34893333,51.8453643
51.33973333,51.81469177
51.3348,51.79458388
51.33426667,51.77396048
51.33686667,51.75939406
51.34233333,51.74920635
51.34886667,51.73872121
51.35566667,51.73287802
51.36233333,51.72371632
51.36786667,51.73558897
51.37226667,51.74882081
51.37533333,51.76033122
51.37726667,51.76760397
51.3784,51.77672281
51.37906667,51.80062649
51.37906667,51.82946169
51.37873333,51.84456689
51.37806667,51.892521
51.37686667,51.95212557
51.37566667,52.00592264
51.374,52.06229533
51.37193333,52.10106214
51.36986667,52.14281249
51.368,52.16136003
51.36626667,52.18116107
51.3644,52.19114737
51.36206667,52.20051408
51.35826667,52.20640137
51.35233333,52.20892032
51.3442,52.2100884
51.3344,52.20854106
51.32266667,52.20738305
51.30926667,52.20327075
51.2944,52.19555345
51.27793333,52.1582055
51.2596,52.12594656
51.23966667,52.10153622
51.21806667,52.07739297
51.1948,52.03402032
51.16966667,51.98368225
51.14233333,51.93222204
51.1132,51.88595006
51.0822,51.85697365
51.0502,51.81639787
51.0178,51.76923354
50.9846,51.73019495
50.95186667,51.69664208
50.9208,51.65985852
50.89213333,51.6241906
50.867,51.5802718
50.8456,51.53266586
50.8278,51.47741754
50.8142,51.44198912
50.8044,51.40590679
50.79753333,51.34889968
50.79373333,51.29841629
50.79226667,51.19647705
50.79326667,51.09812565
50.79593333,51.0069785
50.79973333,50.92400523
50.80353333,50.86488257
50.8072,50.85731678
50.81066667,50.84020473
50.81386667,50.84339304
50.81706667,50.88055876
50.821,50.94826945
50.82606667,51.03417366
50.832,51.15681081
50.8386,51.27453284
50.84606667,51.36363543
50.85373333,51.47699647
50.8622,51.54194311
50.8718,51.61426187
50.88226667,51.67566381
50.89333333,51.73528284
50.90473333,51.77656374
50.9166,51.81099073
50.929,51.83914174
50.94186667,51.86780827
50.95566667,51.87060249
50.97033333,51.86901801
50.98586667,51.86564823
51.00233333,51.85763651
51.01926667,51.848388
51.03613333,51.81810514
51.05226667,51.7822208
51.0666,51.74805788
51.07866667,51.72108154
51.0886,51.69225911
51.0964,51.66316177
51.10233333,51.62913289
51.1072,51.60413998
51.1114,51.54629815
51.11546667,51.50143882
51.1192,51.46238698
51.12313333,51.42815434
51.12713333,51.41152757
51.13146667,51.39434895
51.1368,51.40037314
51.14346667,51.41203668
51.15226667,51.43351495
51.16413333,51.4355383
51.1788,51.44104105
51.19633333,51.4656796
51.21666667,51.49166901
51.2392,51.53980071
51.2632,51.58754308
51.2884,51.6447329
51.3144,51.70552772
51.34046667,51.75549149
51.36733333,51.80036625
51.3982,51.80231248
51.43306667,51.80399162
51.47213333,51.80788348
51.51626667,51.81874076
51.56633333,51.85805834
51.62213333,51.89218768
51.6838,51.94861343
51.75113333,52.01663856
51.82346667,52.12359054
51.90186667,52.22241677
51.98706667,52.38650269
52.0792,52.5538193
52.17893333,52.7489702
52.28766667,52.95237198
52.4058,53.15674015
52.53313333,53.36875069
52.66953333,53.66061889
52.81773333,53.953141
52.978,54.19262394
53.152,54.42558317
53.34533333,54.63725823
53.55833333,54.84534544
53.79193333,55.00918627
54.0466,55.16485322
54.32273333,55.33407334
54.61946667,55.45173659
54.93586667,55.64414219
55.27073333,55.81624742
55.62293333,56.06178351
55.99233333,56.27677463
56.37773333,56.60173086
56.7796,56.88995416
57.19933333,57.28840711
57.63566667,57.71547948
58.08826667,58.21619107
58.5568,58.76531705
59.04166667,59.36940747
59.539,59.98441472
60.04453333,60.64529461
60.55753333,61.32451263
61.07353333,62.03681327
61.59186667,62.75538989
62.112,63.46924344
62.63453333,64.2089693
63.16,64.88815087
63.68906667,65.56911775
64.2222,66.09648368
64.75966667,66.62508641
65.30146667,66.9745327
65.84806667,67.32958047
66.39733333,67.63171643
66.94966667,67.92666582
67.50766667,68.21057019
68.0716,68.49474948
68.63993333,68.84768919
69.21,69.19159293
69.7816,69.58786095
70.34853333,69.97114648
70.90913333,70.36653918
71.46226667,70.7571127
72.00313333,71.23180371
72.53066667,71.70704657
73.04466667,72.179898
73.5458,72.64711007
74.034,73.12309756
74.50973333,73.61853998
74.97413333,74.12686332
75.42933333,74.61605087
75.87733333,75.09109898
76.3158,75.5440048
76.7454,75.99047297
77.16733333,76.42749369
77.58126667,76.86626449
77.98466667,77.31586633
78.37666667,77.73528331
78.7606,78.19762882
79.13686667,78.6755336
79.5064,79.15122566
79.86986667,79.60435539
80.2254,80.02902483
80.56773333,80.40210406
80.8962,80.75288689
81.209,81.09017978
81.5052,81.38854581
81.78306667,81.69983114
82.04233333,81.94585677
82.28153333,82.21989634
82.50193333,82.46610161
82.70386667,82.74279526
82.88393333,83.01852251
83.04306667,83.29047863
83.18073333,83.48257708
83.29733333,83.67588441
83.39513333,83.92223091
83.476,84.16004548
83.54253333,84.41914423
83.59486667,84.69054068
83.6378,85.0061835
83.67573333,85.31337444
83.70893333,85.60701221
83.741,85.86650801
83.77066667,86.05126145
83.79913333,86.2107101
83.82566667,86.29672787
83.8484,86.35157976
83.8656,86.29646654
83.87766667,86.26820083
83.8846,86.12970548
83.88606667,86.01667689
83.88153333,85.83000909
83.8742,85.64752303
83.86413333,85.41007252
83.84846667,85.15865687
83.8258,84.86136858
83.79886667,84.56006379
83.76953333,84.22567637
83.7368,83.89289265
83.70633333,83.56483201
83.6784,83.23362078
83.65286667,82.96295384
83.6324,82.71785417
83.61793333,82.62635544
83.608,82.5164529
83.60193333,82.5857068
83.60006667,82.65101937
83.60246667,82.76924376
83.6086,82.85463705
83.61626667,82.95107536
83.62293333,83.06178357
83.62893333,83.10373137
83.63233333,83.15603431
83.63186667,83.15597297
83.62633333,83.19463171
83.61553333,83.22118328
83.59986667,83.23065424
83.57626667,83.15600771
83.54586667,83.05645045
83.50513333,82.95928464
83.4544,82.88396294
83.3926,82.79986582
83.31893333,82.68087804
83.23366667,82.54900934
83.13806667,82.40325916
83.0326,82.27164842
82.91806667,82.09645809
82.7954,81.9277054
82.6662,81.74796689
82.53233333,81.5664783
82.39473333,81.39948795
82.2574,81.26268246
82.12146667,81.13016032
81.98693333,80.98207891
81.854,80.86933842
81.724,80.77916027
81.59606667,80.70572261
81.46746667,80.68387515
81.33866667,80.67689853
81.20766667,80.68341186
81.07386667,80.73457542
80.9402,80.77281968
80.81133333,80.68963536
80.68833333,80.5784371
80.569,80.42640705
80.45293333,80.24388862
80.3414,80.09206463
80.2386,79.94401179
80.14513333,79.79722512
80.06186667,79.64922956
79.98813333,79.64348201
79.9242,79.64626639
79.87053333,79.74651843
79.82406667,79.83447278
79.78533333,80.01517541
79.75606667,80.20432992
79.7362,80.45867532
79.72566667,80.74716269
79.72666667,81.08807955
79.73953333,81.4543012
79.76433333,81.86476692
79.8004,82.30639852
79.84526667,82.77427257
79.9002,83.2152991
79.96633333,83.67443056
80.0438,84.10809527
80.12973333,84.54556467
80.2228,84.97885234
80.32313333,85.40773238
80.43006667,85.85057757
80.54606667,86.28445202
80.6726,86.72234296
80.8088,87.14919582
80.9546,87.57444498
81.11233333,87.98959656
81.28286667,88.40789872
81.46593333,88.82149978
81.66306667,89.20953356
81.87273333,89.60969543
82.09166667,90.0282611
82.3176,90.48586368
82.55206667,90.94740758
82.79446667,91.45361463
83.04613333,91.99265277
83.30526667,92.57806361
83.57053333,93.14920455
83.84186667,93.74354865
84.12026667,94.32753762
84.40533333,94.92287075
84.6918,95.4794838
84.9836,96.04080393
85.28146667,96.61920466
85.58386667,97.20773387
85.8904,97.82117382
86.20046667,98.45243796
86.51086667,99.06185797
86.82213333,99.69334454
87.1384,100.3597218
87.45946667,101.0494334
87.78846667,101.7530266
88.12473333,102.482472
88.46513333,103.255497
88.80633333,104.0511876
89.14886667,104.857864
89.49406667,105.6814533
89.84053333,106.4905444
90.18826667,107.3145698
90.53386667,108.1343118
90.8738,108.9622818
91.20713333,109.7549109
91.5344,110.5540488
91.85506667,111.3364463
92.16766667,112.1285095
92.47586667,112.9057019
92.778,113.6921428
93.07206667,114.4339334
93.35766667,115.1940984
93.63466667,116.075692
93.9022,116.9739199
94.162,117.9129797
94.41713333,118.8736093
94.6668,119.8035444
94.91173333,120.7550236
95.1502,121.7052367
95.3816,122.6703317
95.60553333,123.4931787
95.8254,124.3246134
96.03913333,125.0585804
96.24533333,125.7990546
96.4456,126.4467806
96.6388,127.0981482
96.8246,127.684325
97.00526667,128.2697708
97.18066667,128.802787
97.3468,129.3318102
97.50333333,129.8165892
97.64986667,130.3028173
97.78513333,130.762803
97.90926667,131.2240416
98.02533333,131.6671753
98.13433333,132.1129892
98.23653333,132.5549984
98.3334,132.9924798
98.4242,133.4343688
98.5102,133.8723922
98.59326667,134.3193864
98.67346667,134.761435
98.75,135.2145217
98.82453333,135.6704808
98.89986667,136.1365375
98.9718,136.6079941
99.04093333,137.0841519
99.10993333,137.5632488
99.17793333,138.0302176
99.2446,138.5015618
99.31033333,138.9338691
99.37386667,139.3724764
99.43093333,139.7664205
99.48053333,140.1651435
99.51693333,140.5174938
99.5406,140.8749659
99.55166667,141.2092348
99.5496,141.5480079
99.53513333,141.8754369
99.50813333,142.2047363
99.47073333,142.5293287
99.42253333,142.8535676
99.36413333,143.1676781
99.29586667,143.4730225
99.2172,143.7605426
99.12786667,144.0306789
99.02826667,144.2787487
98.91913333,144.5052516
98.7998,144.70842
98.6704,144.8882788
98.53206667,145.0422854
98.38473333,145.1788092
98.22806667,145.2926675
98.06146667,145.3929409
97.88286667,145.4763013
97.68946667,145.5384934
97.48273333,145.5857512
97.26326667,145.6087588
97.03113333,145.6235383
96.7882,145.6158808
96.53426667,145.6017144
96.26793333,145.5714051
95.99213333,145.53143
95.70726667,145.468536
95.41106667,145.3963935
95.10313333,145.2956288
94.78353333,145.1764896
94.45086667,145.0252428
94.105,144.8573616
93.7484,144.6629886
93.38166667,144.4470457
93.00946667,144.196958
92.63426667,143.9253263
92.25706667,143.6265137
91.8778,143.3128191
91.4956,142.9729264
91.11066667,142.6244459
90.7222,142.2526614
90.32986667,141.8743697
89.93613333,141.4960754
89.54086667,141.1141393
89.14433333,140.7430514
88.74706667,140.3726945
88.34913333,139.9882798
87.95046667,139.6078582
87.5502,139.2297056
87.1478,138.8501039
86.74193333,138.4585923
86.33326667,138.0658277
85.9224,137.6330823
85.5104,137.1976568
85.0988,136.7279054
84.6898,136.2626819
84.2848,135.7585629
83.88733333,135.2583095
83.49793333,134.7520415
83.11626667,134.250719
82.74073333,133.7581639
82.36973333,133.2627363
82.00293333,132.7588923
81.641,132.2496485
81.28493333,131.7047918
80.93413333,131.156996
80.5898,130.6026322
80.25306667,130.0438931
79.9248,129.4795817
79.60566667,128.9089703
79.29606667,128.3309017
78.9966,127.7480543
78.70753333,127.1509485
78.4288,126.5487209
78.16046667,125.8708203
77.9046,125.1884155
77.66266667,124.4952077
77.4358,123.8001295
77.22613333,123.1220018
77.03053333,122.4442275
76.8484,121.7642322
76.68013333,121.0930031
76.52366667,120.4679745
76.37826667,119.8603299
76.24313333,119.264279
76.1204,118.689795
76.00953333,118.0622821
75.91346667,117.4580788
75.8408,116.8371929
75.7918,116.2337898
75.7658,115.6083307
75.7618,114.9964566
75.77953333,114.3308316
75.8194,113.6863749
75.87733333,113.1393867
75.95133333,112.6166488
76.041,112.1246122
76.1478,111.6550126
76.2724,111.2267459
76.41453333,110.8146221
76.57353333,110.4321669
76.7476,110.0726308
76.93486667,109.6907444
77.13646667,109.3374803
77.3528,108.9943118
77.58446667,108.6832508
77.831,108.3733534
78.09186667,108.0899479
78.366,107.8069388
78.65253333,107.5580744
78.94993333,107.3778773
79.25846667,107.2248612
79.57733333,107.1018467
79.90433333,107.0050304
80.23686667,106.9710291
80.574,106.9603318
80.91486667,106.9554154
81.25993333,106.9505016
81.60906667,106.9512041
81.96393333,106.9410584
82.32666667,106.9248798
82.70073333,106.9227589
83.0854,106.9010643
83.4804,106.8771009
83.88666667,106.8594444
84.2982,106.8536978
84.71186667,106.8342044
85.12753333,106.8546916
85.5444,106.9064705
85.9614,106.9925752
86.37686667,107.1244272
86.78966667,107.2951746
87.2002,107.5203081
87.60853333,107.7514562
88.01373333,108.0240367
88.415,108.28785
88.81086667,108.564366
89.20006667,108.8492984
89.58226667,109.1430737
89.9608,109.4724619
90.3368,109.7960368
90.71046667,110.1261797
91.0824,110.4464807
91.4532,110.7723541
91.8236,111.095675
92.1906,111.4264532
92.55406667,111.7436761
92.9132,112.0751575
93.26006667,112.3961811
93.59553333,112.7928777
93.92146667,113.1785871
94.2408,113.5750994
94.5534,113.9537728
94.859,114.3154957
95.159,114.6763407
95.45306667,115.0394066
95.74066667,115.4213449
96.021,115.7570827
96.29286667,116.1249274
96.5556,116.4811784
96.80826667,116.8762472
97.05126667,117.3243449
97.2832,117.8061206
97.50193333,118.3045789
97.70633333,118.8134196
97.89653333,119.3443162
98.0728,119.8730093
98.23586667,120.4554533
98.38733333,121.0326417
98.5282,121.5123616
98.66013333,121.9782248
98.78313333,122.4133868
98.89746667,122.8394017
99.00413333,123.2240838
99.10486667,123.6076083
99.20033333,123.9614642
99.29073333,124.3223388
99.37593333,124.7055636
99.45586667,125.1085271
99.52993333,125.5013951
99.59833333,125.9193923
99.65953333,126.336226
99.71573333,126.7826447
99.76726667,127.228667
99.81293333,127.7068303
99.8606,128.1163264
99.91226667,128.5550246
99.9674,128.9637212
100.0243333,129.3901821
100.0811333,129.753828
100.1386667,130.1266878
100.1954,130.4937668
100.2502,130.8652251
100.3023333,131.2310671
100.3518,131.596185
100.3971333,131.9673359
100.4379333,132.3347251
100.4745333,132.721688
100.5072,133.1015496
100.5364,133.4751042
100.5613333,133.8473128
100.5818,134.2332683
100.5987333,134.6268672
100.6121333,134.9891745
100.6226667,135.370514
100.6311333,135.7061062
100.6383333,136.0712275
100.6436667,136.3819628
100.6452,136.7174768
100.6424,137.0115584
100.6348,137.3209118
100.622,137.6175624
100.6042667,137.9149998
100.5812667,138.2035943
100.5492,138.4755538
100.5078,138.7533265
100.4568667,139.0055313
100.3956667,139.2675778
100.3239333,139.4991132
100.2407333,139.733201
100.147,139.9349281
100.044,140.1502105
99.9312,140.3418397
99.8104,140.5439266
99.68186667,140.7225374
99.54433333,140.9121353
99.39886667,141.0803748
99.24586667,141.2664532
99.0856,141.4309211
98.91713333,141.5962669
98.7404,141.7470446
98.5552,141.8789499
98.3622,141.9932364
98.16266667,142.0754158
97.95686667,142.1527026
97.74526667,142.1911717
97.527,142.2109817
97.30193333,142.1971138
97.07126667,142.1617227
96.83513333,142.1159493
96.5936,142.0444061
96.34506667,141.9750664
96.08826667,141.8887693
95.82246667,141.8077279
95.54626667,141.7131965
95.2602,141.6325218
94.9654,141.5386157
94.66193333,141.4538565
94.35093333,141.3370873
94.03406667,141.2214757
93.71106667,141.0645414
93.38573333,140.9005883
93.06,140.7117669
92.73406667,140.5032067
92.4094,140.2767024
92.08753333,140.0250688
91.76866667,139.7694122
91.45346667,139.4841706
91.14106667,139.1828399
90.83073333,138.8493682
90.52173333,138.5024712
90.21386667,138.1263721
89.90733333,137.7571314
89.6018,137.3701264
89.2982,136.973129
88.99593333,136.5669177
88.6942,136.1581256
88.3938,135.7449544
88.09713333,135.3152014
87.80453333,134.8861725
87.51673333,134.403763
87.23333333,133.9251152
86.95413333,133.4167628
86.67953333,132.9155117
86.41226667,132.4030859
86.15286667,131.8920061
85.89993333,131.3743853
85.65193333,130.8491212
85.40953333,130.3308812
85.17413333,129.7936089
84.94706667,129.2313389
84.72786667,128.6395399
84.51766667,128.0298666
84.31566667,127.3954145
84.1218,126.7703466
83.93593333,126.1300069
83.7586,125.5089967
83.5898,124.8871996
83.42993333,124.3017913
83.27986667,123.7330179
83.1436,123.1662276
83.02026667,122.6250052
82.90873333,122.0599505
82.81,121.525407
82.724,120.9083783
82.65,120.3237102
82.58806667,119.7105537
82.5388,119.1210504
82.5002,118.5216099
82.47053333,117.9456455
82.45133333,117.3345251
82.44086667,116.744763
82.43846667,116.1920191
82.4452,115.6608859
82.46213333,115.1089482
82.48746667,114.5715786
82.52086667,114.0267364
82.56126667,113.4995132
82.6074,112.9977042
82.65966667,112.5007878
82.71793333,112.0068486
82.77946667,111.5315685
82.84313333,111.0223007
82.90906667,110.5345559
82.97713333,109.9652653
83.04726667,109.4217445
83.12026667,108.8001182
83.1958,108.1954493
83.27406667,107.5725617
83.35446667,106.9631639
83.438,106.3557874
83.52493333,105.7616425
83.61613333,105.2050784
83.71066667,104.6805244
83.8062,104.1813336
83.9018,103.7234654
83.99806667,103.242875
84.0908,102.7871529
84.17993333,102.2734689
84.26466667,101.7777289
84.3432,101.2761961
84.41506667,100.7786864
84.48006667,100.3151091
84.5386,99.86762089
84.58806667,99.41132755
84.62993333,98.96845942
84.66686667,98.54852112
84.6996,98.12172432
84.7288,97.67170815
84.75426667,97.2316844
84.77553333,96.76991382
84.79293333,96.31072391
84.80613333,95.84945462
84.8152,95.40476709
84.82053333,94.91898822
84.82486667,94.4865899
84.827,94.04743609
84.826,93.6379869
